Ticker,Description,Total Shares Outstanding,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Total Revenue (FY),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),EBITDA (TTM),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Income (FY),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Total Debt (MRQ),Market Capitalization,Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Sector
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,20136400,,5.71478871,52217822,,6.99706092,47401732,90.77692287,,-280.35206906,-34345400,-153.95223876,,-300.89690377,-4.211,,-305.14428969,-86485302,-165.62410818,-13.52673291,,,0,276300000,320370000,,23.07526475,68.00333419,1.40216699,1.32900909,1.37331001,,-6.56393629,-10.79967363,-6.57742326,,Miscellaneous
OKE,"ONEOK, Inc.",447675000,-19.14184082,32.41304967,22870517000,-15.39491299,3.30067682,3119385000,13.63932875,-53.76607471,5.33969811,3606396000,13.26666992,-55.3867226,14.58084547,3.838,-55.38608198,14.83724143,1722221000,7.53031075,3.20672852,-1.74133421,-3.67503382,-0.24024218,12817000000,39978208880.05036,-49.46808511,-7.73852046,7.53881078,1.89175371,2.29517751,1.58418514,1.106461,10.02236929,36.50700848,12.45433233,0.92485168,Industrial Services
MET,"MetLife, Inc.",752022000,8.02573434,0.31285878,69898000000,,,,,,,,5.43220121,2586.03351955,-60.175441,2.9101,402.5,-61.26029905,2539000000,3.63243584,-12.2543135,0.44685629,-0.42352437,2.74785667,18574000000,47478937051.94244,49.95064166,-10.08809542,16.49975679,2.07535121,2.11561294,2.35126772,1.981759,0.33130076,6.59125323,4.29770305,,Finance
LUXH,LuxUrban Hotels Inc.,35136591,39.65483302,104.98410821,43825424,89.84060424,486.29825276,12375349,28.23783063,58.98002714,,19228830,6.92224221,-704.94845361,-301.77725118,-0.3391,-862.93233602,-320.45402851,-9390353,-21.42672482,2765.30930992,10.35444749,3.46359741,1357.15837463,192444377,141048164.2720403,-100.87419809,-491.53968479,-36.15828109,7.2386059,10.69263529,10.22824578,0.1,-29.44165712,-2055.69574572,-35.24712107,0.88685875,Finance
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund,107487000,,-7.80031077,89769535,,-7.06744007,79188588,88.21320953,,-215.25269872,119282530,-206.55042382,,-214.68635686,-1.693,,-215.46201362,-185550496,-206.69651012,-23.30025995,,,,0,810452000,,,,1.34408602,1.20017428,1.28270019,,12.14435567,12.32266316,12.32266316,,Miscellaneous
PAHC,Phibro Animal Health Corporation,20337600,3.81645521,3.78111797,977889000,1.09869842,4.40454609,299474000,30.62453919,16.87759149,1.58902742,113990000,8.17863786,14.52198467,-33.6957417,0.805,14.49910376,-33.69395018,32606000,3.33432527,4.26081814,0.61785812,-1.49600839,8.39178378,509966000,491916326.6642276,,-613.32715477,-3.93541598,2.0746888,3.44413068,3.79996398,0.23,3.42662693,11.96658048,4.41815119,1.75086932,Health Technology
SWAV,"ShockWave Medical, Inc.",36750400,11.85787193,106.51117877,489733000,11.19428571,117.02587528,424737000,86.72827847,-9.26661935,2730.26795284,164110000,25.34728107,-26.71325956,,5.7019,-26.2313099,,215996000,44.10484897,90.16147789,0.42860043,-57.69751499,28.00440781,59053000,7618724989.553439,15.74288489,3465.88371198,18.90948741,2.41721054,4.33828546,5.78528437,0.776545,40.5235643,52.90808911,48.15191383,4.54087509,Health Technology
USMC,Principal U.S. Mega-Cap ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32588974,1.07817164,1.19602747,,,,,,Miscellaneous
RHP,"Ryman Hospitality Properties, Inc. (REIT)",59706500,2.66900404,92.25259828,1805969000,13.5338475,,371133000,20.55035275,10.70730551,232.31183962,633685000,18.14089832,12.84286834,,2.3294,8.51761252,,128993000,7.14259215,12.85001501,23.69397912,17.19509563,-2.04019617,3507750000,5247603331,479.58121787,277.45588883,23.25239248,1.78343949,2.48712795,1.98652273,0.785477,5.22154109,91.727784,6.61549328,,Finance
ECC,Eagle Point Credit Company Inc.,60662500,-49.32963932,30.44694413,119852676,-65.71480196,31.13269982,92711262,77.35435294,-56.52589065,-158.5853342,60522050,-71.89848644,-71.11111111,-162.96834487,-2.21,-67.42763825,-178.68702021,-103635733,-86.46926916,-1.02687064,2.55829589,1.09363817,-8.64373073,201021510,576294000,28.64679838,33.73946354,47.5858378,2.37068966,1.51954589,2.81218621,0.3275,6.09916154,8.65720776,6.19772038,,Miscellaneous
UVSP,Univest Financial Corporation,29471400,6.14590938,12.30059522,327911000,,,,,,,,29.70135189,-20.12905036,-14.86812868,2.6436,-20.12931444,-14.87877962,78120000,23.82353748,1.408654,3.27706611,10.58965031,91.38675924,746604000,506612693.60539925,19.64758205,28.47591504,25.19830076,1.75233645,2.48983325,2.84146221,0.546667,1.15336289,10.51157094,7.20564632,,Finance
RLJ,RLJ Lodging Trust,157480000,13.49971224,51.93034172,1193662000,72.11216232,,177383000,14.86040437,40.97024216,121.82588939,335147000,10.11333191,748.07692308,,0.1018,285.57069047,,41925000,3.5123008,-3.31621278,0.01111122,0.15568554,-7.81466624,2339113000,1557473288,324.0942029,,11.07826169,1.95876289,2.3843044,2.47164023,0.048174,1.53857912,3.17038545,1.60452148,,Finance
LFUS,"Littelfuse, Inc.",24891500,0.36324457,20.86461647,2513897000,-4.44734777,30.44732768,951218000,37.83838399,-8.96763351,29.29233163,571027000,20.3191698,-21.14656877,31.25131773,14.9406,-21.04231224,31.53562645,373306000,14.84969352,23.86106056,0.35282513,-0.36152091,58.80189159,1057788000,5797855059.461872,196.98651864,11.52654695,12.54534295,2.51385117,2.57360668,2.56054243,2.611667,8.7122348,14.86075021,10.5106229,1.84432497,Electronic Technology
USFD,US Foods Holding Corp.,246903000,5.51393116,15.49835521,34057000000,11.64912281,17.98066595,5492000000,16.12590657,43.66666667,25.43757293,1378000000,2.06418651,143.64919355,87.57902566,1.0088,121.95121951,61.58536585,265000000,0.77810729,2.0126188,-0.06902899,-1.3575564,-2.97771282,4941000000,9229218314.220285,50,244.82758621,1.46812696,2.37966468,2.26164974,2.85611272,0.692632,3.57608779,10.42272422,5.04192589,0.83694226,Distribution Services
FFA,First Trust Enhanced Equity Income Fund,19988100,,-26.37672686,25462182,,-28.86614057,21478834,84.35582622,,-178.91117303,52137010,-269.56320554,,-178.89126289,-3.4339,,-178.91120423,-68636780,-269.56362185,-20.96261741,,,,0,346794000,,,,1.52135752,1.47125227,1.29094072,,14.70306267,14.89750458,14.89750458,,Miscellaneous
ZM,"Zoom Video Communications, Inc.",250875000,3.0136679,7.14892006,4392960000,3.65145938,-0.39959807,3033141000,69.04549552,501.91909634,-50.18847371,292904000,5.58687081,1070.86614173,-92.4180419,0.3409,1078.28282828,-92.45820355,103704000,2.36068619,7.6376998,4.53243301,-5.96517025,-8.7385896,85693000,18753921726.509396,-27.04828556,-19.43672607,27.00766681,1.6722408,2.97557871,2.63889302,1.079309,1.6701839,2.18153987,2.15859039,3.87209706,Technology Services
FTGS,First Trust Growth Strength ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58069884,0.73074117,0.85061125,,,,,,Miscellaneous
QQQY,Defiance Nasdaq 100 Enhanced Options Income ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45005371,2.61426675,1.30425055,,,,,,Miscellaneous
TW,Tradeweb Markets Inc.,114645000,-5.66015387,10.43562758,1188781000,-6.73571844,11.5742444,1009902000,84.9527373,-4.3964377,11.67785694,619145000,34.3857279,-0.0239521,35.52631579,1.4832,1.42135798,36.26800924,309094000,26.00092027,4.50655907,4.01333896,-9.76129582,14.84525913,23287000,19502498461.98028,226.46769125,8.63683589,51.2800928,2.02360877,2.01824569,1.76185134,0.54739,5.36182619,6.76097328,6.72482011,6.05242846,Finance
BDGS,Bridges Capital Tactical ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28808208,0.41376705,0.37957877,,,,,,Miscellaneous
ROP,"Roper Technologies, Inc.",106711000,4.18452745,11.12995987,5371800000,4.76143727,10.13029698,3752800000,69.86112662,5.95177014,11.43223162,2350000000,28.37968651,27.04286038,8.05616788,11.1273,27.51677852,8.36144798,1188400000,18.34766745,13.77630841,1.19993514,0.0330137,-15.36784808,6666100000,52669297822.05757,-32.91473893,-64.98437027,12.92862728,1.44065905,1.42142442,1.33376441,4.215525,4.42902669,7.67579843,5.42744305,0.90021347,Technology Services
FEPI,REX FANG & Innovation Equity Premium Income ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36898185,2.6073968,2.6073968,,,,,,Miscellaneous
CALB,California BanCorp,8384840,6.23358103,36.94436807,89652000,,,,,,,,33.35787266,0.71662253,55.80645161,2.5116,-0.20179784,57.8994614,21108000,23.54437157,1.3215392,-2.20053502,-53.44929182,-64.36276516,65569000,169122264.0680372,384.45845697,77.87621662,31.80074064,3.58948433,2.49815551,1.92410484,0.6225,1.23783153,14.04284227,8.48491041,,Finance
AOD,abrdn Total Dynamic Dividend Fund,105431000,,-42.82289945,64819942.99999999,,-47.18525453,53283348,82.20209018,,-157.36925702,43013600,-270.78316777,,-157.7079317,-1.6763,,-157.70806672,-176736316,-272.65731474,-20.42401997,,,356.63721723,45679356,786515000,,,,1.35869565,1.21198066,1.13923499,,3.85634558,4.11352591,3.95111177,,Miscellaneous
LEGN,Legend Biotech Corporation,165067240,101.81087627,70.00116235,117005000,4836.86030429,,33250000,28.41758899,,-15.67495606,,-391.48241528,-67.48231132,2.05214114,-2.8065,-77.63267054,-10.59685516,-446349000,-381.47856929,18.89277467,59.64316634,1.22473877,131.39241742,318616000,11178353694,,2.30367577,-201.4879706,4.96292934,4.40121252,4.79685466,-0.292222,,,,7.93350945,Health Technology
CDNS,"Cadence Design Systems, Inc.",271790000,-4.41533146,19.19100314,3561718000,-1.96337761,19.1624355,3171625000,89.04761691,-6.02556163,31.01866792,1228517000,30.14671571,-8.49525531,23.69275153,3.087,-8.5540355,21.98374895,848952000,23.83546367,17.11629782,-0.31895234,-4.38595845,92.53968915,648551000,67083211055.78898,63.63251095,8.01604774,31.40841021,2.17939335,2.41403726,2.16802473,1.203,18.69659087,32.15293826,27.24622119,1.25677004,Technology Services
MCHP,Microchip Technology Incorporated,544334000,2.50369508,23.71827765,8438700000.000001,5.4252529,40.60551083,4960000000,58.77682581,3.07101727,35.98888374,4295100000,36.87771813,10.84005869,76.75647121,4.0152,10.33112583,74.07234539,2237700000,26.51711757,1.05435353,0.75930191,-8.14242424,-15.9246379,6062600000,42403643124.03752,47.80495979,26.78152552,37.14790193,3.0156658,2.72867217,3.19873361,1.621259,14.65859401,37.42466352,19.17113572,0.60044726,Electronic Technology
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,305547000,,-30.95560972,264400801,,-33.03377621,235946056,89.23802617,,-157.08079645,139361540,-198.40624991,,-156.84592544,-1.723,,-157.16554246,-525381793,-198.70658145,-24.07907102,,,-76.66525194,0,2267160000,,,,1.36612022,1.14180463,0.9785498,,5.18828533,5.22297281,5.22297281,,Miscellaneous
HTD,John Hancock Tax Advantaged Dividend Income Fund,35409400,,5.12354395,75701721,,5.72848372,65876812,87.02155133,,-110.1105598,193800,-24.67080504,,-114.62691805,-0.7502,,-114.63176878,-26572731,-35.10188494,-6.40479139,,,0,418900000,606917000,,33.14065897,80.60428375,1.66073547,1.99609814,1.83500429,,-3.64311258,-5.46251791,-3.64707771,,Miscellaneous
BWFG,"Bankwell Financial Group, Inc.",7831620,4.5616256,39.39769972,121322000,,,,,,,,39.55012281,-22.96910324,42.65091082,4.7925,-23.12258831,40.41492503,36616000,30.18084107,32.40327461,0.0119607,0.03898881,73.33594362,159082000,186627413.97887325,94.05940594,112.98858526,60.90404049,2.27129338,2.14118921,2.2048942,0.93,1.21995148,14.63144134,8.97883451,,Finance
CVS,CVS Health Corporation,1284400000,4.25845894,10.56810591,322787000000,1.63946588,5.28608883,54614000000,16.91951659,2.9328479,6.16452442,19783000000,5.08136945,-10.72227259,-47.31005746,3.136,-11.00187266,-47.54740834,4149000000,1.28536775,-1.75928082,4.48794551,7.39820602,-6.93035435,82136000000,91301509025.48672,-17.61698172,-14.57605589,4.16683448,2.20214568,2.11872374,2.44726814,2.131235,1.21702925,3.95240349,1.98683374,0.63713608,Retail Trade
ASTC,Astrotech Corporation,1682290,1082.85714286,-13.69390104,750000,,-4.6875,183000,24.4,3.40780008,-26.46249551,-10572000,-1474.66666667,6.13730693,-13.60781844,-5.9518,2.31578947,-15.75030012,-9642000,-1285.6,-15.20072571,-3.50752915,5.38194444,-41.46576663,607000,15494021.91348339,39.39393939,-26.40768814,-1245.2,8.14214829,4.2345774,6.4465868,,-18.56279356,-19.68863254,-19.56996012,16.02926829,Electronic Technology
LMAT,"LeMaitre Vascular, Inc.",22263100,6.45778014,4.67997203,161651000,4.27295048,3.70428735,98713000,61.06550532,13.53554502,-14.5620915,40469000,18.42425967,33.00147493,-25.71428571,0.9308,34.07284768,-23.30620285,20636000,12.76577318,6.03616096,3.68442449,1.82974856,4.13503169,16807000,1076645566.2902634,6007.38255034,-26.70747849,13.70174017,4.27146123,3.79351533,4.99450323,0.301429,8.05921788,9.30904662,8.82271146,4.66675691,Health Technology
DVY,iShares Select Dividend ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42657343,1.34398193,1.44976147,,,,,,Miscellaneous
RAMP,"LiveRamp Holdings, Inc.",66209900.00000001,3.66221253,12.84878475,596583000,3.13254845,11.87445899,426499000,71.49030395,,-51.89819565,-40487000,-13.65845155,95.05813953,-260.68548387,-1.789,94.94324703,-250.84680637,-118702000,-20.80280531,-12.0738287,-0.74801548,-0.22046977,-22.95304206,47068000,1929356735.743225,-27.01394819,-66.44871232,5.89172001,1.86335404,2.80818387,2.84263605,0.244246,-8.21235331,-10.23490369,-9.79164637,4.09594087,Technology Services
ADES,"Advanced Emissions Solutions, Inc.",32748500,-1.73035328,2.68510579,102987000,79.57133289,-39.86932985,16106000,15.63886704,56.36255218,-155.71754438,-14719000,-11.68496995,33.64341085,-114.76862889,-0.4832,22.00319659,-114.76300061,-8917000,-8.65837436,-2.65433381,-0.10130326,2.75324187,18.47971042,32805000,62713395.26804124,52.30933437,-115.9974605,-11.01012749,10.21505376,7.56033464,8.03217948,-0.11,-9.06516938,-11.8514343,-10.57845511,3.20176318,Process Industries
MAA,"Mid-America Apartment Communities, Inc.",116677000,1.15550448,13.59802304,2019866000,-2.1343407,32.82633384,687711000,34.0473576,-3.44871123,15.80170286,1228309000,30.08966931,6.89833578,18.99088542,5.4831,7.19911667,19.45534194,636998000,31.53664649,-0.39004245,0.34230035,0.00971984,-2.27333058,4424370000,15617213339,66.13310159,23.87221128,37.76691127,1.67882103,1.94546427,1.58197821,1.15542,5.26827188,9.79917194,5.77946381,,Finance
KLXE,"KLX Energy Services Holdings, Inc.",16407400,-2.33722871,79.22494841,781600000,2.13270142,,103500000,13.24206755,19.25465839,,142300000,4.15813715,8.47120098,97.45585071,-0.2743,21.27659574,96.69509595,-3100000,-0.39662231,20.17023472,2.05466176,-0.62234795,4.15553577,351300000,175887549.11233887,,70.12012012,-2.54605937,3.4741784,6.03194271,5.21917883,0.545,9.57638815,,14.21591805,1.58364084,Energy Minerals
CAFG,Pacer US Small Cap Cash Cows Growth Leaders ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55637617,0.58816378,0.54169269,,,,,,Miscellaneous
AIV,Apartment Investment and Management Company,147829000,3.17610915,12.07517841,190344000,-6.03259316,-330.79778425,-40415000,-21.23261043,29.35737402,68.14278721,78703000,-16.75019964,58.67768595,,0.4948,59.14710219,,74639000,39.21268861,-10.38896907,1.24142656,-1.54033883,-27.85043219,1194999000,974190182,17.57156126,79.85086822,-17.489913,2.17054264,3.36562266,4.36288833,-0.05,-7.84008849,-28.76959343,-9.71840925,,Finance
GLTO,"Galecto, Inc.",27112700,,,0,31.65467626,-11.11111111,-490000,,17.14221523,-17.24597382,-51296000,,19.50207469,-18.38816753,-2.4253,17.31568416,-19.07559128,-61624000,,-40.11537045,-9.01593687,-8.74635569,-5.07674144,626000,16804450.14715719,13.53216114,18.09565919,,6,8.47838927,9.43314499,-0.469133,-67.96341841,-80.04814973,-79.73173675,3.71631872,Health Technology
DOW,Dow Inc.,703075000,-3.6368239,3.51841071,56902000000,19.76095618,-24.36465152,7857000000,13.80795051,22.04599524,-24.59917972,5543000000,9.36873924,,-25.06799313,6.2817,,-27.40882306,4558000000,8.01026326,-3.7894904,-1.72297525,-1.67722474,3.53889061,16297000000,35206459524.00897,744.08602151,2.61437908,9.93286703,1.80231964,2.15836656,2.25113028,0.443282,2.87453191,8.88375674,5.02839547,1.25007773,Process Industries
WT,"WisdomTree, Inc.",150324000,4.48539808,-0.9769386,301345000,5.56823662,-3.32806888,227703000,75.56222934,59.57010987,-5.00085321,167432000,29.15263236,201.98019802,2.85058978,0.3139,221.49494115,1.62482204,44970000,14.92309479,-0.36603827,-8.21397396,-17.86763915,1.10257832,274989000,1034232483.9942611,,-26.93265505,18.20737029,1.75182482,2.44249874,1.69817012,0.09922,11.14801438,22.06483819,15.43253967,,Miscellaneous
FOX,Fox Corporation,235581000,-25.75905975,6.71962216,14913000000,-7.99360512,7.09835336,4813000000,32.27385503,-11.82147165,8.10350698,3175000000,18.53416482,,10.37369915,2.3333,,2.82157676,1239000000,8.30818749,-1.4379085,-2.36649402,-0.12169892,6.3358383,8207000000,14719858737.18361,-74.86522911,-8.49714648,9.6761215,1.72413793,2.20672601,2.19911651,1.021223,5.62529795,11.4104158,6.84265754,1.78421472,Consumer Services
SCVL,"Shoe Carnival, Inc.",27359700,4.77658757,-5.12321914,1262235000,7.05258991,-11.10305464,468342000,37.10418424,3.39260263,-20.20156455,196370000,11.61606199,18.05925433,-26.93032015,3.9576,17.63887208,-28.93382662,110068000,8.72008778,23.96086561,6.8168158,8.12940147,39.32478456,364661000,689737994.5555991,,-123.05031501,-2.12757529,3.27537404,3.55900582,4.15770427,1.01,9.21776823,17.36590736,11.47519509,0.4912156,Retail Trade
UEIC,Universal Electronics Inc.,12908700,-0.90978713,-9.78238104,542751000,-0.53308512,-10.55408659,151211000,27.86010528,34.47550978,-17.062,13616000,3.21252287,83.17958946,-91.73146708,0.0319,83.03374998,-92.32220336,407000,0.07498835,-1.21191814,-6.00191382,-9.4448443,44.64716466,94363000,108433211.28084607,,-114.51059682,-0.74048689,1.91616766,4.75480171,4.74307786,0.056667,-15.73531112,-30.72156659,-29.01832405,1.00401895,Consumer Durables
QAT,iShares MSCI Qatar ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30952381,0.91098626,1.19376033,,,,,,Miscellaneous
BRC,Brady Corporation,44825200,2.61423368,2.2887543,1331863000,3.411374,3.88365525,655135000,49.18936858,-1.32822441,12.88552047,255443000,16.7489449,4.05827263,20.75283259,3.5063,2.75951053,16.58765561,174857000,13.12875273,1.60348767,0.9072711,1.30749328,-37.54432967,80659000,2618416701.531085,7.73932558,152.18493978,14.25995016,2.17391304,1.69036362,2.06407035,0.946667,12.68647593,18.38454814,16.79465858,1.34764917,Producer Manufacturing
RXST,"RxSight, Inc.",35643700,18.98907885,116.90346568,49005000,15.90777542,372.17179544,21328000,43.52208958,-4.10811704,-21.51068669,-53700000,-129.20722375,4.19061303,-35.64723737,-2.4133,-4.48077505,-37.10976011,-66756000,-136.2228344,-22.08218098,-3.59004997,-47.53613445,0.14244063,23412000,895368995.8286837,48.02305106,-31.59835363,-125.26885012,2.17001792,4.07181281,3.8353766,-0.433867,-32.8442572,-44.4983419,-35.77321883,9.80984002,Electronic Technology
REGN,"Regeneron Pharmaceuticals, Inc.",106741000,-0.12649821,-24.2587903,12172900000,1.72738091,-23.05139347,10271100000,84.37677135,1.5694457,-40.10180873,4820000000,42.62747579,18.51903481,-46.89103045,38.2238,18.41526045,-46.27568016,4338400000,35.63982289,15.08916917,1.98803057,0.01480494,0.06296996,2702200000,89668954062.46225,-23.54128132,-32.23267069,36.34959623,1.46096023,1.64368107,1.38473971,10.737682,14.85915943,19.23244687,17.15873124,4.64350599,Health Technology
DEMZ,Democratic Large Cap Core ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3148009,0.65930605,0.21698337,,,,,,Miscellaneous
SOHO,Sotherly Hotels Inc.,19310800,12.70612495,30.16694589,166077304,23.19957675,74.58144968,49685809,29.91727816,38.15100917,68.40280349,42420660,14.51686499,,,1.396,261.21238882,,32536521,19.5911905,-6.76103593,0.19509181,0.16462098,-14.52229178,321218522,60079272,-89.38601535,-52.84430086,-0.78626638,3.28947368,4.16932117,3.8443278,,3.30421481,26.33852875,3.81276274,,Finance
KSCP,"Knightscope, Inc.",63519101,22.98929928,68.86694508,5631000,74.20382166,-141.41216241,-3545000,-62.95507015,8.21305842,-127.71126771,-26667000,-567.71443793,-46.5034965,,-0.6687,-96.31751227,-32.58677032,-25643000,-455.38980643,70.59992117,23.29512052,-66.69998572,71.19935206,2332000,67084044.24652174,15.69655172,-80.8368848,-507.44095187,10.21590909,11.10630348,9.24801015,-0.09,-99.23588859,-378.56135402,-349.07514451,0.99421903,Producer Manufacturing
CCCS,CCC Intelligent Solutions Holdings Inc.,632128000,3.31399236,13.68031987,782448000,3.73339706,17.81922219,496231000,63.42031675,-11.16778635,,184761000,6.80581968,-4723.52941176,,0.0597,-4571.56593407,,38406000,4.9084412,3.58715038,-1.16821416,-0.34927209,-1.53386412,870480000,7923727304.816536,197.94025666,63.42647723,20.3460166,2.47603834,2.77170869,2.48210113,0.078329,-2.57638322,-4.23890749,-2.96356387,3.95014182,Technology Services
